"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DDAH1",876.737197749278,-2.20679684146997,0.643791436255329,-3.42781329044388,0.000608463779602132,0.159232464924039
"NUDT16",954.29680178242,-1.01496121896876,0.296231415920193,-3.42624436309686,0.000611989532163205,0.159232464924039
"BIRC3",24862.3455324186,-1.24866300736039,0.364995356283526,-3.42103806490742,0.000623826003271902,0.159232464924039
"LINC00174",74.618202608326,1.57563774623114,0.461343256883844,3.41532627326955,0.00063705652649357,0.159232464924039
"EHD2",5479.3859771729,-1.63328398111493,0.478253613019539,-3.41510014070339,0.000637585662091451,0.159232464924039
"RAB11FIP5",1305.15825770173,1.32673956018316,0.39236338104967,3.38140515721369,0.000721161233980719,0.174602653137447
"AC020915.1",302.368171127121,2.90393527780811,0.860088546456614,3.37632129827995,0.000734620763828213,0.174602653137447
"NBEAL2",199.203031348988,1.20186809345305,0.356053706900379,3.37552473169258,0.000736750699006436,0.174602653137447
"RPS6KA5",179.75905509546,2.21056166838824,0.655047990813468,3.37465605480763,0.0007390799869678,0.174602653137447
"COX7B",4339.39246843993,-2.52760422122441,0.750682950174394,-3.367072904263,0.000759706016301121,0.177082407693016
"CDH23",28.0868490627458,3.55332506225834,1.06463707473691,3.33759282536391,0.000845074888929804,0.194389463266721
"CYP3A5",17.2535668427245,5.11727372347897,1.53594008920507,3.33168836430815,0.00086320860287186,0.19471161105474
"USP32P2",20.3775423457739,6.04368254361179,1.81497056081418,3.32990665198484,0.000868751038912579,0.19471161105474
"AC021078.1",266.990420914269,1.22619477541803,0.368791542686938,3.32489939027405,0.000884504470443372,0.195733001927735
"MARCH2",161.353498422501,-1.32437161780499,0.400133587916034,-3.30982366339841,0.000933547637839043,0.204003497558777
"ATAD1",1846.46587431935,-1.75830705598862,0.536028517695166,-3.28024908739753,0.0010371547355038,0.223846161556511
"TEN1",122.439543415093,-1.32306184229658,0.40384607049744,-3.27615380946232,0.00105231234913898,0.224347859605459
"TPRA1",885.122880380071,2.20983151222136,0.677578717660353,3.26136499660409,0.00110877216545923,0.233536807187449
"TMEM8A",1659.18874502968,-1.31539993467477,0.408275001215343,-3.22184784951105,0.00127366751639264,0.262147516342137
"AC025259.1",7.51551471634974,5.99124447683769,1.85968869566207,3.22163838002184,0.00127459895258447,0.262147516342137
"C3",18632.1491804998,-1.56551475069898,0.488838408294901,-3.20251994142522,0.00136230867874654,0.271118114985432
"KLF8",67.2278940651251,1.77714234338864,0.554929741342524,3.20246368322098,0.00136257479650378,0.271118114985432
"GOLGA5",1373.69690970624,-1.87889966391462,0.586788262812494,-3.20200621414783,0.00136474053991065,0.271118114985432
"SDR42E1",117.656654166731,1.8553243776168,0.580485418455037,3.19616017669272,0.00139269773248736,0.273563390554426
"CNTNAP4",8.41511180898984,6.15430870729375,1.93015046328712,3.18851241100279,0.00143006870835344,0.277782901771498
"LACTB",2845.87570862653,-0.989366491269482,0.310818047844904,-3.18310502922652,0.00145704751148055,0.279803241462681
"SULF1",54689.8023944949,-1.09738223536422,0.345082980080421,-3.1800532008518,0.00147248016328604,0.279803241462681
"AC026904.2",4.16693632502515,-5.85583659472735,1.85513198388544,-3.15656063589757,0.00159641691563168,NA
"B3GALT5-AS1",7.51796536629443,-6.70636436929726,2.12645877607923,-3.15377116393597,0.00161175414582455,0.302975118035536
"MFSD14A",2431.8945271285,-1.07784099442717,0.343829735915736,-3.13481029078684,0.00171965281063778,0.319818834420955
"RELN",37.586441909487,3.11360091254171,0.994888903637083,3.12959658225065,0.00175046517763516,0.322122444583347
"AL096870.1",14.7901863030353,-3.22755494011506,1.03425942302011,-3.12064349454064,0.00180456354709668,0.328618540941086
"ABCF1",2288.82482260329,-0.886621461081841,0.284426212950522,-3.11722837316712,0.00182560092007486,0.329022219430399
"TCF20",288.857788759872,-2.7929988954909,0.902354177754702,-3.09523573375659,0.00196656530288188,0.350811169642664
"RGPD8",334.45723476959,-1.02733796279192,0.33407712005199,-3.07515211646952,0.00210395216083136,0.370409368920727
"AC012184.2",340.013409922437,2.89545567250815,0.942207997054219,3.07305359491821,0.00211880430683404,0.370409368920727
"MIR34AHG",58.714627193939,-3.10291607545727,1.01303754427627,-3.0629823079993,0.0021914301555322,0.379312692861524
"AC073264.3",67.875675485291,-1.61815867481633,0.529932363339504,-3.05351925407818,0.00226174207446374,0.383964666678722
"RPE",1702.9359911237,0.72801300483157,0.238578578293816,3.05146006836793,0.00227731337402865,0.383964666678722
"TTC19",768.70338914,-0.751811012991615,0.246450655452937,-3.05055391964735,0.00228419662135837,0.383964666678722
"SERPINB6",6216.7988409742,-0.82215822078466,0.270723270154067,-3.03689527803345,0.0023902848246886,0.397971041001963
"GADD45B",469.199017901662,-1.29256000036471,0.427710714745019,-3.02204259983357,0.00251075211479952,0.414084608216276
"MRI1",43.6644530936443,2.63547117036485,0.873142430806551,3.01837486918415,0.00254134327845283,0.415212740130023
"WNK2",4.81608010051946,5.35147518046881,1.77747290838588,3.01072109466269,0.00260628126923024,NA
"AC004890.2",58.9310863734793,1.37096214670246,0.45548791951806,3.00987597684927,0.00261354385761333,0.423055312211076
"YPEL2",235.861800610404,2.17485750533351,0.727585123718653,2.98914509716459,0.00279759243916344,0.444689686818677
"YY2",65.6818195542968,-1.23442507805965,0.412976483264646,-2.98909290984639,0.00279807033234495,0.444689686818677
"WNT2",6.3897629379984,5.75566554953689,1.92753190941663,2.98602867294626,0.00282626141900406,NA
"SPAG17",13.1090059842307,2.97652459953831,0.997147198942537,2.98504032573614,0.00283540941564822,0.446564210850109
"MED26",407.563747522563,-0.824518472980677,0.276500073650181,-2.98198283311791,0.00286388057168678,0.44702107280561
"FAM20B",1778.64687971897,1.55737628645713,0.524223942007116,2.97082250859116,0.00297003377000944,0.459487879356682
"SH3RF2",91.2010690198804,-1.35058922872081,0.458948936380583,-2.94278757757232,0.00325271523549113,0.494296440827415
"ARHGAP21",2080.63740498458,-1.17706408545467,0.400380713299127,-2.93986210213696,0.0032835834734514,0.494296440827415
"AC010132.3",367.319093094475,7.10247119370037,2.41649456995964,2.93916290232715,0.00329100050176348,0.494296440827415
"TMEM189-UBE2V1",2259.29766715631,-1.05237933038389,0.358250229099457,-2.93755382384342,0.00330812742116506,0.494296440827415
"AC133065.3",19.61704660228,-3.42914029622124,1.17008624100343,-2.93067312139361,0.00338228473862225,0.496974826988379
"BAALC",488.649373704262,-1.06903430020031,0.364781451490998,-2.93061584088438,0.00338290838643273,0.496974826988379
"PKD1L1",6.9344686525945,5.84764647538821,1.99750679892943,2.92747262663751,0.00341729140879618,NA
"PNLIPRP3",5.03868795058338,5.41773345725625,1.85314679842012,2.92353172553577,0.00346084955455383,NA
"AKAP2",2298.14902033374,-1.4232695041753,0.487486399605659,-2.91960864000847,0.003504712112446,0.508445471952701
"NDE1",281.0111101114,-1.09428110452356,0.374968708437513,-2.91832646271579,0.00351915696752527,0.508445471952701
"LENG8",913.651293708485,-0.862690139732665,0.296101116951604,-2.91349843125944,0.00357403632812644,0.510365893471857
"AC104452.1",29.5611549786379,3.13663955097524,1.07713016179885,2.91203390473899,0.00359083656887303,0.510365893471857
"ATP6V1C2",1339.98026847311,1.34943152994237,0.464547495833954,2.90483005945361,0.00367452549868832,0.518048828774751
"GLB1L2",30.6494544634991,3.23505166478161,1.11561597744603,2.89978965000804,0.00373413159500724,0.522240708351332
"NUP107",993.568400546343,0.881626172318168,0.304794758045214,2.89252406429964,0.00382159905334537,0.530231703576061
"YIPF1",523.010563755867,-1.32840545956533,0.459670616353415,-2.88990727774514,0.0038535547050361,0.530455459475915
"CSPP1",199.121091863043,1.17682416858199,0.407618751633517,2.88707073427293,0.00388846801891446,0.530514061622235
"LINC02274",3.7805172241983,-5.69882357696912,1.97516575627545,-2.88523814209666,0.00391117682280408,NA
"AC022149.1",554.849866225389,2.38971181309487,0.828335372262182,2.8849568581969,0.0039146730322199,0.530514061622235
"LYRM4-AS1",6.1072418378634,-6.40262378505802,2.22216459077598,-2.88125542618885,0.00396094504769711,NA
"WDR34",491.513311737426,1.21153214034293,0.422670157658608,2.8663772882719,0.00415199091246711,0.558346962551923
"CRIM1",19852.6599502271,0.77554771069714,0.271231873451674,2.85935314617558,0.0042450591703663,0.566504766536975
"AC016629.1",4.30086258006081,-5.88180356913149,2.05897942963022,-2.85665970455462,0.00428124564855149,NA
"AC098484.3",39.4457841711776,-1.88769124495215,0.660867355863347,-2.85638445930818,0.00428495928649206,0.567497410957987
"HMGN1P18",20.6649775226186,-3.32814368142776,1.16788129638066,-2.84972770070204,0.00437566726158985,0.572957380898265
"MFSD13A",21.3920120092717,2.45993037767324,0.863569281552238,2.84856169646469,0.00439173372842738,0.572957380898265
"AC010619.2",27.7890958054178,3.07293762245887,1.07967919644452,2.846158037108,0.00442502278927446,0.573024062237748
"AC245033.1",663.297275584325,2.23228147487456,0.785472566580058,2.84195982119898,0.00448371418803419,0.575141899501208
"PCDHGA2",204.896471780542,-1.67796939846533,0.590772815145596,-2.84029555092475,0.00450717539364292,0.575141899501208
"DNM3",11.7345178767002,2.76113829640217,0.974977638883784,2.83200166473899,0.004625760783581,0.58599673926495
"CISD2",961.14512426099,-1.24530635810377,0.441350454076694,-2.8215816854861,0.00477874656881333,0.601021924575501
"SLC1A2",77.2682896683838,2.77317198252458,0.987345951808908,2.80871357951474,0.00497398771724287,0.621108951948857
"CYP21A2",6.49018334721458,4.92161800091108,1.75952630000204,2.79712670444618,0.0051559309293359,NA
"AC114488.2",7.20869384392938,4.16684700282072,1.49973524680189,2.77838839335563,0.00546292765007533,0.677325540273878
"DCTN5",2374.26150279686,0.898547930124615,0.323764127858185,2.77531651226721,0.00551480083035363,0.67894188814255
"ZNF34",61.9959065793641,-1.27834313485475,0.461231940555329,-2.77158414769716,0.00557842518997968,0.681972231966607
"PPP1R16A",678.382830219719,-0.90308533148468,0.326311167369015,-2.76755876535298,0.00564778622829237,0.683834575956427
"AL353813.1",12.3327795400513,-3.41754305289293,1.23617262408342,-2.76461635398772,0.00569897783408644,0.683834575956427
"SBF1",1769.76009301235,-1.79931425401423,0.65099888492667,-2.76392831950381,0.00571100835657467,0.683834575956427
"SYNCRIP",4750.39444007871,0.79772163896023,0.288868662088177,2.76153748625292,0.00575299119414289,0.684175456163306
"AC107884.1",13.9926749251301,3.58912606964092,1.30295095644101,2.75461332746136,0.00587615358314315,0.694100790138572
"MLLT10",422.23331287923,-1.08929418281826,0.395880132263003,-2.75157577772704,0.00593092962084009,0.694294249606694
"DNAJC27-AS1",14.9179426295951,3.84803731463059,1.39990847976779,2.74877777386482,0.0059817926427707,0.694294249606694
"AC099066.2",20.6591805243145,-2.98527489068414,1.08636478320177,-2.74794888130104,0.00599693580200267,0.694294249606694
"HCP5",616.448497934705,-2.0513551490991,0.747279093591513,-2.74509907568809,0.00604926319205289,0.695744862654398
"HRAT17",4.35453245499551,5.20797372692921,1.90139428948749,2.73902880413772,0.00616209744460127,NA
"SLC22A14",4.06710880604056,5.10937434489152,1.86775991966175,2.73556268720918,0.00622737237860019,NA
"UPF3AP1",13.6501476479383,-2.3778564667138,0.869376263499715,-2.73512927203882,0.00623557821761312,0.71190276663559
"RGPD6",600.763864216849,-0.929797523931468,0.340235238851917,-2.73280782751651,0.00627969600289108,0.71190276663559
"POLR2J4",156.525788621149,-1.25708069658882,0.460601081421416,-2.72921785747759,0.00634847481117058,0.71190276663559
"UNC119B",653.693340417621,-1.59223954990084,0.583718119543585,-2.72775419605926,0.00637671052486156,0.71190276663559
"P2RX7",412.767871278524,1.56080538447189,0.572374829090493,2.7268938205267,0.00639336084897538,0.71190276663559
"EVI5",17.5237164394166,-3.11684350238108,1.1489187397124,-2.71284939016775,0.00667074174344781,0.734154169632347
"THY1",3656.54111079173,-1.51049468969242,0.556858337513167,-2.71252953926851,0.00667718298658867,0.734154169632347
"LINC01260",8.83338395801369,3.62114531016975,1.33707728527633,2.70825430215978,0.00676381731529115,0.739031589411999
"ECEL1",4.16755864191245,5.14488500494588,1.90108630268374,2.70628692536625,0.00680402302176116,NA
"PBX2",682.666703993615,-1.03883583913455,0.385008017758709,-2.69821871550116,0.00697116230544263,0.754448100785668
"ZNF429",114.173476070227,-1.37525648005116,0.509871306318203,-2.69726196200749,0.00699122482137503,0.754448100785668
"ZNF474",3.21483420363639,-5.467582402937,2.03123757914271,-2.69174933502589,0.00710783455905994,NA
"REN",5.68263472791327,-6.29193256194705,2.34231270721807,-2.68620519478796,0.00722686914599969,NA
"MAMDC4",197.333458586895,1.56160119542612,0.58136755409084,2.6860824695802,0.0072295242188162,0.775377560695367
"LINC02018",9.88973812584711,3.12798608645121,1.16571432797957,2.68332130040185,0.00728949203360083,0.777042071532986
"TCP1P1",3.8451030616423,5.02989896986409,1.87746730278092,2.67908738672241,0.00738231248230757,NA
"C10orf111",3.8451030616423,5.02989896986409,1.87746730278092,2.6790873867224,0.00738231248230759,NA
"SETD6",268.847828271159,0.823229414542717,0.308075140021718,2.67217086871951,0.00753622633571061,0.794961261720576
"CALU",34627.9962627202,-1.24039395437877,0.464284796796697,-2.67162302736765,0.00754853960906164,0.794961261720576
"CCL4",169.630439953346,2.35514243951419,0.882752937610043,2.66795197067311,0.00763151667624044,0.798887272658894
"NAP1L1",10340.3422821355,-0.772429249710521,0.290187445984254,-2.66182862284275,0.00777174364146988,0.802111925336943
"LCP1",102.451225958127,1.99680547181831,0.750182760418773,2.66175867691713,0.00777335867930499,0.802111925336943
"CDRT4",240.323052619212,-1.71056126472478,0.642921154228869,-2.66060815307353,0.00779996724100677,0.802111925336943
"C1orf109",154.890776103418,-1.17331284536015,0.441514075648918,-2.65747551453635,0.00787283092144366,0.804870351863614
"GNB1L",102.621417781268,1.45962630692566,0.550298842788246,2.65242481617815,0.00799159235106774,0.812261729542827
"MIPEPP3",6.70473771034196,5.83489946896644,2.20089859197224,2.65114416913583,0.00802195913243607,NA
"RGS12",401.842812190848,-0.754660379726111,0.285153312274111,-2.6465075005009,0.00813277016106769,0.818043892186382
"BYSL",493.080077105528,-0.98732835623177,0.373369729815443,-2.6443717242954,0.0081842721196613,0.818043892186382
"CCL4L2",12.0402446995708,4.3103774814438,1.63013647256447,2.64418197739168,0.00818886175109351,0.818043892186382
"MYOT",3.77381845223003,5.00384980775921,1.89357936995297,2.64253502502168,0.00822879539010115,NA
"SRGAP2D",14.1353015933234,-3.73440282785466,1.41503793382836,-2.6390831924564,0.00831305779403605,0.825732252018968
"AP001351.1",4.04702594267064,5.11131672243433,1.94187236175085,2.63215895293232,0.00848441577364191,NA
"AC135050.2",119.19624350991,1.36091741557807,0.517194918637884,2.63134336114954,0.00850480620416738,0.840005774357368
"DTNA",799.445982898146,1.08840931030009,0.414758345292867,2.6242011104841,0.00868524848664097,0.85300850586212
"KLHL10",2.94489495450253,-5.35217144029926,2.03993656211534,-2.62369504017775,0.00869816275228359,NA
"CAB39L",337.199267990791,-1.45036326995423,0.555032720997041,-2.61311309241164,0.00897216075853725,0.876264326149431
"ABCA3",50.6605616928992,1.79863050144127,0.689361004791507,2.60912713214067,0.00907735114492869,0.881612515086907
"TREML3P",3.71255750144639,4.97660068652863,1.90891563441267,2.60703018866511,0.00913313076865992,NA
"DEGS2",3.58730767378487,-5.61819927221121,2.15564082263811,-2.60627800940212,0.00915321350716227,NA
"AC099850.3",16.3548226144684,-3.76839226364631,1.44963209563504,-2.59955079291722,0.00933458630802523,0.900805803812856
"PCDHGA3",111.510529594848,-1.93335658643086,0.744183471281097,-2.59795690315807,0.00937802632959271,0.900805803812856
"KRT8P47",11.0787771728826,-4.27924196849523,1.65197749263848,-2.59037546671449,0.00958713022529006,0.915859074308857
"PCYOX1",2659.40309112553,-0.845982487496492,0.326938280038032,-2.58759080581839,0.00966497175067555,0.918277370354945
"TIMP2",12059.8357624338,-1.73003673052026,0.669833603115304,-2.5827858179615,0.00980061450250717,0.92243487333387
"IGF1R",1110.5961216189,-0.845984830634468,0.327608314046684,-2.58230574244192,0.00981425960645806,0.92243487333387
"NDUFA12",910.390384200263,-0.688018928304778,0.266627497458453,-2.58045000933179,0.0098671641220186,0.922447931449889
"TPSG1",3.53897942676827,4.90850624743904,1.90625056989,2.57495332721254,0.0100253613837173,NA
"TUB",83.5341473179232,-2.81865362840085,1.0959667612548,-2.57184225657876,0.0101158971534473,0.928625258026384
"CBR4",194.303247030267,-1.47939682808441,0.575586835003758,-2.57024090565719,0.0101627815403815,0.928625258026384
"AC006058.4",541.08039979734,0.894059551083903,0.34791442830024,2.56976853605035,0.0101766484903853,0.928625258026384
"TBKBP1",420.79431621982,-1.47789182821615,0.575143373971554,-2.569605936709,0.0101814256758275,0.928625258026384
"RBAK",571.2763680636,-1.00034984007889,0.389476990749643,-2.56844400012816,0.0102156216415756,0.928625258026384
"NAALADL2",29.2208974774805,2.43090067471423,0.946902519097178,2.56721323017703,0.0102519548563718,0.928625258026384
"BTBD19",74.2550766718612,1.46270749115692,0.570681602321189,2.56308856848987,0.0103745579571275,0.930310061010653
"SLC13A4",27.0075399920144,1.55278160669343,0.605892785553699,2.56279930000224,0.010383205049664,0.930310061010653
"TACC1",1098.96302014838,1.42364461821728,0.556090376578561,2.56009576532594,0.0104643323025209,0.930310061010653
"TNFSF12",347.240443068677,-1.02151478792116,0.399113010330874,-2.55946251181915,0.010483416200612,0.930310061010653
"AC069368.1",80.0477289994197,2.98835441667633,1.16904182077258,2.55624252578188,0.010580934357986,0.934221689122787
"SH3TC1",91.2788741544004,1.55392612781653,0.608914783495871,2.55195992926171,0.0107118837720343,0.939166200561551
"AL662899.2",1468.60875266268,-0.91889704136605,0.360224021642417,-2.55090439881383,0.0107443793680534,0.939166200561551
"YTHDF2",2109.61925336762,-1.5922145311907,0.625547076520479,-2.54531527834351,0.0109179112145811,0.945600792138151
"MTSS1L",530.137515995523,-1.54357759669994,0.606723857570627,-2.54411883996214,0.0109553804768987,0.945600792138151
"CST2",419.583152131265,1.530412355359,0.601741296333795,2.54330617606484,0.0109808960697538,0.945600792138151
"ERI3",732.454573992184,-1.10223771321052,0.4337390053497,-2.54124646300105,0.0110458025282473,0.945600792138151
"CENPBD1P1",1165.19694382692,-0.836463775020082,0.329329520155178,-2.53989917036877,0.0110884431065279,0.945600792138151
"CENPS",173.686069593828,-0.955144351037304,0.376906921588393,-2.53416505860931,0.0112715624805673,0.956550753812023
"FYB1",18.9285866864609,-2.53467977188591,1.00128113246735,-2.53143666618382,0.0113596330203911,0.957593563755591
"ZNF516",25.2622909626688,2.49757809857276,0.987030729735185,2.53039548144853,0.0113934024288504,0.957593563755591
"OARD1",311.33472762795,-0.811034373251509,0.320850320606964,-2.52776550672365,0.0114790992424957,0.960179966302918
"GALNT1",1237.28328854272,-1.00747949763787,0.399238150881589,-2.52350506937571,0.0116191385301156,0.963852999855074
"ST3GAL2",931.135608413491,1.83514844377234,0.727345279721891,2.52307740894948,0.0116332789709084,0.963852999855074
"ABCA7",106.33193625765,1.15010177441229,0.456751861059973,2.5180012879275,0.0118022889500945,0.973243468988454
"DESI2",1237.15722670697,-1.37456909617955,0.547166477650954,-2.51215882610487,0.011999506987814,0.984860944417675
"AC098582.1",3.38392677890472,4.84448462094279,1.93101070189946,2.50878186028563,0.0121148272785106,NA
"AP000781.2",61.9019485042056,2.41023802408484,0.962367284766908,2.50448873547132,0.0122628510069276,0.999987856351933
"PLXDC2",11.05321282327,-2.89573675891815,1.15843916653595,-2.49968823790481,0.0124302642310403,0.999987856351933
"APBA2",242.906817289567,1.17842544541021,0.472038478177057,2.49646056389538,0.0125439615819747,0.999987856351933
"MEIS1-AS2",14.4494162227684,-2.2375046476738,0.897464920669882,-2.49313883600452,0.0126619325609363,0.999987856351933
